"","date","category","content"
"12198",2019-10-06 09:00:00,"A","Debug"
"12199",2019-10-06 10:00:00,"B","Error"
"12200",2019-10-06 11:00:00,"A","Attach"
"12201",2019-10-06 12:00:00,"A","Limit"
"12202",2019-10-06 13:00:00,"B","Check with author"
"12203",2019-10-06 14:00:00,"A","Debug"
"12204",2019-10-06 15:00:00,"A","Debug"
"12205",2019-10-06 16:00:00,"A","Warn"
"12206",2019-10-06 17:00:00,"A","Error"
"12207",2019-10-06 18:00:00,"A","Limit"
"12208",2019-10-06 19:00:00,"A","Warn"
"12209",2019-10-06 20:00:00,"C","No clue"
"12210",2019-10-06 21:00:00,"A","Warn"
"12211",2019-10-06 22:00:00,"A","Check with author"
"12212",2019-10-06 23:00:00,"C","Limit"
"12213",2019-10-07 00:00:00,"C","Attach"
"12214",2019-10-07 01:00:00,"A","Check with author"
"12215",2019-10-07 02:00:00,"A","Debug"
"12216",2019-10-07 03:00:00,"B","Limit"
"12217",2019-10-07 04:00:00,"A","Check with author"
"12218",2019-10-07 05:00:00,"C","Check with author"
"12219",2019-10-07 06:00:00,"B","Debug"
"12220",2019-10-07 07:00:00,"C","Check with author"
"12221",2019-10-07 08:00:00,"A","Error"
"12222",2019-10-07 09:00:00,"A","Debug"
"12223",2019-10-07 10:00:00,"A","Attach"
"12224",2019-10-07 11:00:00,"C","No clue"
"12225",2019-10-07 12:00:00,"C","Warn"
"12226",2019-10-07 13:00:00,"A","No clue"
"12227",2019-10-07 14:00:00,"A","Limit"
"12228",2019-10-07 15:00:00,"A","Error"
"12229",2019-10-07 16:00:00,"A","Warn"
"12230",2019-10-07 17:00:00,"A","Attach"
"12231",2019-10-07 18:00:00,"A","Check with author"
"12232",2019-10-07 19:00:00,"A","Check with author"
"12233",2019-10-07 20:00:00,"A","No clue"
"12234",2019-10-07 21:00:00,"A","Error"
"12235",2019-10-07 22:00:00,"A","Debug"
"12236",2019-10-07 23:00:00,"A","Attach"
"12237",2019-10-08 00:00:00,"A","Attach"
"12238",2019-10-08 01:00:00,"A","Check with author"
"12239",2019-10-08 02:00:00,"A","Debug"
"12240",2019-10-08 03:00:00,"C","No clue"
"12241",2019-10-08 04:00:00,"B","Check with author"
"12242",2019-10-08 05:00:00,"A","Debug"
"12243",2019-10-08 06:00:00,"C","Check with author"
"12244",2019-10-08 07:00:00,"A","Check with author"
"12245",2019-10-08 08:00:00,"A","Attach"
"12246",2019-10-08 09:00:00,"C","Debug"
"12247",2019-10-08 10:00:00,"C","Warn"
"12248",2019-10-08 11:00:00,"C","Check with author"
"12249",2019-10-08 12:00:00,"A","Check with author"
"12250",2019-10-08 13:00:00,"A","Limit"
"12251",2019-10-08 14:00:00,"A","Attach"
"12252",2019-10-08 15:00:00,"C","Limit"
"12253",2019-10-08 16:00:00,"A","Debug"
"12254",2019-10-08 17:00:00,"A","Attach"
"12255",2019-10-08 18:00:00,"A","Error"
"12256",2019-10-08 19:00:00,"A","Limit"
"12257",2019-10-08 20:00:00,"C","Debug"
"12258",2019-10-08 21:00:00,"C","Check with author"
"12259",2019-10-08 22:00:00,"C","Check with author"
"12260",2019-10-08 23:00:00,"A","Check with author"
"12261",2019-10-09 00:00:00,"A","Attach"
"12262",2019-10-09 01:00:00,"A","Warn"
"12263",2019-10-09 02:00:00,"C","Check with author"
"12264",2019-10-09 03:00:00,"C","Error"
"12265",2019-10-09 04:00:00,"A","Warn"
"12266",2019-10-09 05:00:00,"B","Check with author"
"12267",2019-10-09 06:00:00,"A","Limit"
"12268",2019-10-09 07:00:00,"C","Check with author"
"12269",2019-10-09 08:00:00,"A","Attach"
"12270",2019-10-09 09:00:00,"A","Debug"
"12271",2019-10-09 10:00:00,"A","Check with author"
"12272",2019-10-09 11:00:00,"A","Debug"
"12273",2019-10-09 12:00:00,"C","Check with author"
"12274",2019-10-09 13:00:00,"C","Debug"
"12275",2019-10-09 14:00:00,"A","Check with author"
"12276",2019-10-09 15:00:00,"C","Attach"
"12277",2019-10-09 16:00:00,"C","No clue"
"12278",2019-10-09 17:00:00,"C","Attach"
"12279",2019-10-09 18:00:00,"A","Limit"
"12280",2019-10-09 19:00:00,"A","Debug"
"12281",2019-10-09 20:00:00,"C","No clue"
"12282",2019-10-09 21:00:00,"A","Check with author"
"12283",2019-10-09 22:00:00,"A","Check with author"
"12284",2019-10-09 23:00:00,"C","Limit"
"12285",2019-10-10 00:00:00,"A","Error"
"12286",2019-10-10 01:00:00,"A","Check with author"
"12287",2019-10-10 02:00:00,"C","Limit"
"12288",2019-10-10 03:00:00,"A","Error"
"12289",2019-10-10 04:00:00,"A","Error"
"12290",2019-10-10 05:00:00,"A","No clue"
"12291",2019-10-10 06:00:00,"A","Warn"
"12292",2019-10-10 07:00:00,"A","Limit"
"12293",2019-10-10 08:00:00,"A","Attach"
"12294",2019-10-10 09:00:00,"A","Limit"
"12295",2019-10-10 10:00:00,"A","Check with author"
"12296",2019-10-10 11:00:00,"A","Check with author"
"12297",2019-10-10 12:00:00,"A","Debug"
"12298",2019-10-10 13:00:00,"A","Check with author"
"12299",2019-10-10 14:00:00,"B","Debug"
"12300",2019-10-10 15:00:00,"A","Limit"
"12301",2019-10-10 16:00:00,"A","Limit"
"12302",2019-10-10 17:00:00,"A","Attach"
"12303",2019-10-10 18:00:00,"A","Attach"
"12304",2019-10-10 19:00:00,"C","Limit"
"12305",2019-10-10 20:00:00,"A","Limit"
"12306",2019-10-10 21:00:00,"C","Debug"
"12307",2019-10-10 22:00:00,"A","No clue"
"12308",2019-10-10 23:00:00,"A","Check with author"
"12309",2019-10-11 00:00:00,"A","No clue"
"12310",2019-10-11 01:00:00,"A","Check with author"
"12311",2019-10-11 02:00:00,"B","Attach"
"12312",2019-10-11 03:00:00,"B","Error"
"12313",2019-10-11 04:00:00,"A","Limit"
"12314",2019-10-11 05:00:00,"A","Attach"
"12315",2019-10-11 06:00:00,"C","No clue"
"12316",2019-10-11 07:00:00,"B","Warn"
"12317",2019-10-11 08:00:00,"B","Warn"
"12318",2019-10-11 09:00:00,"A","Debug"
"12319",2019-10-11 10:00:00,"A","Debug"
"12320",2019-10-11 11:00:00,"C","Check with author"
"12321",2019-10-11 12:00:00,"C","Debug"
"12322",2019-10-11 13:00:00,"C","No clue"
"12323",2019-10-11 14:00:00,"A","Debug"
"12324",2019-10-11 15:00:00,"A","Warn"
"12325",2019-10-11 16:00:00,"A","Limit"
"12326",2019-10-11 17:00:00,"A","Check with author"
"12327",2019-10-11 18:00:00,"A","Limit"
"12328",2019-10-11 19:00:00,"A","Check with author"
"12329",2019-10-11 20:00:00,"A","Warn"
"12330",2019-10-11 21:00:00,"A","Attach"
"12331",2019-10-11 22:00:00,"C","Warn"
"12332",2019-10-11 23:00:00,"C","No clue"
"12333",2019-10-12 00:00:00,"B","Warn"
"12334",2019-10-12 01:00:00,"A","Limit"
"12335",2019-10-12 02:00:00,"A","No clue"
"12336",2019-10-12 03:00:00,"C","Error"
"12337",2019-10-12 04:00:00,"B","No clue"
"12338",2019-10-12 05:00:00,"C","No clue"
"12339",2019-10-12 06:00:00,"C","Error"
"12340",2019-10-12 07:00:00,"A","Limit"
"12341",2019-10-12 08:00:00,"A","Check with author"
"12342",2019-10-12 09:00:00,"A","Attach"
"12343",2019-10-12 10:00:00,"B","Attach"
"12344",2019-10-12 11:00:00,"A","Limit"
"12345",2019-10-12 12:00:00,"C","No clue"
"12346",2019-10-12 13:00:00,"B","Limit"
"12347",2019-10-12 14:00:00,"A","Error"
"12348",2019-10-12 15:00:00,"C","Check with author"
"12349",2019-10-12 16:00:00,"A","Limit"
"12350",2019-10-12 17:00:00,"A","Debug"
"12351",2019-10-12 18:00:00,"A","Attach"
"12352",2019-10-12 19:00:00,"A","Error"
"12353",2019-10-12 20:00:00,"A","Debug"
"12354",2019-10-12 21:00:00,"A","Check with author"
"12355",2019-10-12 22:00:00,"A","Check with author"
"12356",2019-10-12 23:00:00,"A","Error"
"12357",2019-10-13 00:00:00,"A","Attach"
"12358",2019-10-13 01:00:00,"C","Limit"
"12359",2019-10-13 02:00:00,"A","No clue"
"12360",2019-10-13 03:00:00,"A","No clue"
"12361",2019-10-13 04:00:00,"B","Debug"
"12362",2019-10-13 05:00:00,"C","Attach"
"12363",2019-10-13 06:00:00,"C","Debug"
"12364",2019-10-13 07:00:00,"A","Warn"
"12365",2019-10-13 08:00:00,"A","Check with author"
"12366",2019-10-13 09:00:00,"C","Limit"
"12367",2019-10-13 10:00:00,"C","Debug"
"12368",2019-10-13 11:00:00,"A","No clue"
"12369",2019-10-13 12:00:00,"C","No clue"
"12370",2019-10-13 13:00:00,"A","Warn"
"12371",2019-10-13 14:00:00,"C","Attach"
"12372",2019-10-13 15:00:00,"A","Attach"
"12373",2019-10-13 16:00:00,"A","No clue"
"12374",2019-10-13 17:00:00,"A","Error"
"12375",2019-10-13 18:00:00,"C","No clue"
"12376",2019-10-13 19:00:00,"C","No clue"
"12377",2019-10-13 20:00:00,"C","Check with author"
"12378",2019-10-13 21:00:00,"C","Debug"
"12379",2019-10-13 22:00:00,"C","Check with author"
"12380",2019-10-13 23:00:00,"A","Attach"
"12381",2019-10-14 00:00:00,"C","Check with author"
"12382",2019-10-14 01:00:00,"C","Limit"
"12383",2019-10-14 02:00:00,"C","No clue"
"12384",2019-10-14 03:00:00,"A","No clue"
"12385",2019-10-14 04:00:00,"A","No clue"
"12386",2019-10-14 05:00:00,"A","Attach"
"12387",2019-10-14 06:00:00,"C","Warn"
"12388",2019-10-14 07:00:00,"A","No clue"
"12389",2019-10-14 08:00:00,"C","Error"
"12390",2019-10-14 09:00:00,"A","Check with author"
"12391",2019-10-14 10:00:00,"C","Attach"
"12392",2019-10-14 11:00:00,"A","Limit"
"12393",2019-10-14 12:00:00,"A","Error"
"12394",2019-10-14 13:00:00,"A","No clue"
"12395",2019-10-14 14:00:00,"C","Limit"
"12396",2019-10-14 15:00:00,"C","Debug"
"12397",2019-10-14 16:00:00,"C","Check with author"
"12398",2019-10-14 17:00:00,"B","Limit"
"12399",2019-10-14 18:00:00,"A","Attach"
"12400",2019-10-14 19:00:00,"A","Attach"
"12401",2019-10-14 20:00:00,"C","Error"
"12402",2019-10-14 21:00:00,"A","Limit"
"12403",2019-10-14 22:00:00,"A","Debug"
"12404",2019-10-14 23:00:00,"C","Attach"
"12405",2019-10-15 00:00:00,"A","Check with author"
"12406",2019-10-15 01:00:00,"C","Attach"
"12407",2019-10-15 02:00:00,"A","No clue"
"12408",2019-10-15 03:00:00,"A","Attach"
"12409",2019-10-15 04:00:00,"C","Check with author"
"12410",2019-10-15 05:00:00,"A","Warn"
"12411",2019-10-15 06:00:00,"C","Check with author"
"12412",2019-10-15 07:00:00,"A","Limit"
"12413",2019-10-15 08:00:00,"A","Check with author"
"12414",2019-10-15 09:00:00,"C","Attach"
"12415",2019-10-15 10:00:00,"B","Debug"
"12416",2019-10-15 11:00:00,"A","Error"
"12417",2019-10-15 12:00:00,"A","Attach"
"12418",2019-10-15 13:00:00,"A","No clue"
"12419",2019-10-15 14:00:00,"A","Check with author"
"12420",2019-10-15 15:00:00,"A","Warn"
"12421",2019-10-15 16:00:00,"C","Error"
"12422",2019-10-15 17:00:00,"A","Check with author"
"12423",2019-10-15 18:00:00,"A","Error"
"12424",2019-10-15 19:00:00,"C","Warn"
"12425",2019-10-15 20:00:00,"A","No clue"
"12426",2019-10-15 21:00:00,"A","No clue"
"12427",2019-10-15 22:00:00,"A","Debug"
"12428",2019-10-15 23:00:00,"A","Debug"
"12429",2019-10-16 00:00:00,"C","Attach"
"12430",2019-10-16 01:00:00,"A","No clue"
"12431",2019-10-16 02:00:00,"A","Warn"
"12432",2019-10-16 03:00:00,"C","Error"
"12433",2019-10-16 04:00:00,"A","No clue"
"12434",2019-10-16 05:00:00,"A","No clue"
"12435",2019-10-16 06:00:00,"B","Warn"
"12436",2019-10-16 07:00:00,"A","Attach"
"12437",2019-10-16 08:00:00,"A","Warn"
"12438",2019-10-16 09:00:00,"A","Limit"
"12439",2019-10-16 10:00:00,"B","No clue"
"12440",2019-10-16 11:00:00,"A","Check with author"
"12441",2019-10-16 12:00:00,"A","Debug"
"12442",2019-10-16 13:00:00,"B","Check with author"
"12443",2019-10-16 14:00:00,"A","Debug"
"12444",2019-10-16 15:00:00,"A","Debug"
"12445",2019-10-16 16:00:00,"A","Warn"
"12446",2019-10-16 17:00:00,"A","Attach"
"12447",2019-10-16 18:00:00,"A","Warn"
"12448",2019-10-16 19:00:00,"A","Error"
"12449",2019-10-16 20:00:00,"A","Error"
"12450",2019-10-16 21:00:00,"B","Attach"
"12451",2019-10-16 22:00:00,"A","No clue"
"12452",2019-10-16 23:00:00,"A","Attach"
"12453",2019-10-17 00:00:00,"C","Check with author"
"12454",2019-10-17 01:00:00,"A","Limit"
"12455",2019-10-17 02:00:00,"A","Debug"
"12456",2019-10-17 03:00:00,"C","Error"
"12457",2019-10-17 04:00:00,"A","Debug"
"12458",2019-10-17 05:00:00,"C","Warn"
"12459",2019-10-17 06:00:00,"A","No clue"
"12460",2019-10-17 07:00:00,"A","No clue"
"12461",2019-10-17 08:00:00,"C","Limit"
"12462",2019-10-17 09:00:00,"C","Debug"
"12463",2019-10-17 10:00:00,"A","Warn"
"12464",2019-10-17 11:00:00,"C","Limit"
"12465",2019-10-17 12:00:00,"C","Warn"
"12466",2019-10-17 13:00:00,"C","Debug"
"12467",2019-10-17 14:00:00,"C","Limit"
"12468",2019-10-17 15:00:00,"C","Warn"
"12469",2019-10-17 16:00:00,"B","No clue"
"12470",2019-10-17 17:00:00,"C","Attach"
"12471",2019-10-17 18:00:00,"A","Limit"
"12472",2019-10-17 19:00:00,"C","Error"
"12473",2019-10-17 20:00:00,"A","Warn"
"12474",2019-10-17 21:00:00,"B","No clue"
"12475",2019-10-17 22:00:00,"C","Check with author"
"12476",2019-10-17 23:00:00,"A","Warn"
"12477",2019-10-18 00:00:00,"A","Attach"
"12478",2019-10-18 01:00:00,"A","No clue"
"12479",2019-10-18 02:00:00,"C","Error"
"12480",2019-10-18 03:00:00,"C","Error"
"12481",2019-10-18 04:00:00,"C","No clue"
"12482",2019-10-18 05:00:00,"A","Check with author"
"12483",2019-10-18 06:00:00,"A","Check with author"
"12484",2019-10-18 07:00:00,"A","Attach"
"12485",2019-10-18 08:00:00,"A","Error"
"12486",2019-10-18 09:00:00,"A","Error"
"12487",2019-10-18 10:00:00,"A","Warn"
"12488",2019-10-18 11:00:00,"C","Error"
"12489",2019-10-18 12:00:00,"A","No clue"
"12490",2019-10-18 13:00:00,"A","Debug"
"12491",2019-10-18 14:00:00,"A","No clue"
"12492",2019-10-18 15:00:00,"C","Warn"
"12493",2019-10-18 16:00:00,"A","Warn"
"12494",2019-10-18 17:00:00,"A","No clue"
"12495",2019-10-18 18:00:00,"B","Limit"
"12496",2019-10-18 19:00:00,"A","No clue"
"12497",2019-10-18 20:00:00,"A","No clue"
"12498",2019-10-18 21:00:00,"A","No clue"
"12499",2019-10-18 22:00:00,"A","Check with author"
"12500",2019-10-18 23:00:00,"A","Check with author"
"12501",2019-10-19 00:00:00,"B","Debug"
"12502",2019-10-19 01:00:00,"C","Limit"
"12503",2019-10-19 02:00:00,"A","Warn"
"12504",2019-10-19 03:00:00,"C","Error"
"12505",2019-10-19 04:00:00,"A","Attach"
"12506",2019-10-19 05:00:00,"A","No clue"
"12507",2019-10-19 06:00:00,"A","No clue"
"12508",2019-10-19 07:00:00,"A","Attach"
"12509",2019-10-19 08:00:00,"A","Error"
"12510",2019-10-19 09:00:00,"B","Debug"
"12511",2019-10-19 10:00:00,"A","Attach"
"12512",2019-10-19 11:00:00,"A","Error"
"12513",2019-10-19 12:00:00,"A","Limit"
"12514",2019-10-19 13:00:00,"A","Warn"
"12515",2019-10-19 14:00:00,"A","Limit"
"12516",2019-10-19 15:00:00,"C","Error"
"12517",2019-10-19 16:00:00,"C","Limit"
"12518",2019-10-19 17:00:00,"A","Limit"
"12519",2019-10-19 18:00:00,"C","No clue"
"12520",2019-10-19 19:00:00,"A","Debug"
"12521",2019-10-19 20:00:00,"C","Warn"
"12522",2019-10-19 21:00:00,"A","Check with author"
"12523",2019-10-19 22:00:00,"C","No clue"
"12524",2019-10-19 23:00:00,"A","Limit"
"12525",2019-10-20 00:00:00,"A","Warn"
"12526",2019-10-20 01:00:00,"A","No clue"
"12527",2019-10-20 02:00:00,"A","Warn"
"12528",2019-10-20 03:00:00,"A","No clue"
"12529",2019-10-20 04:00:00,"A","Error"
"12530",2019-10-20 05:00:00,"A","Attach"
"12531",2019-10-20 06:00:00,"A","Warn"
"12532",2019-10-20 07:00:00,"A","Debug"
"12533",2019-10-20 08:00:00,"C","Attach"
"12534",2019-10-20 09:00:00,"A","Warn"
"12535",2019-10-20 10:00:00,"C","Check with author"
"12536",2019-10-20 11:00:00,"B","Error"
"12537",2019-10-20 12:00:00,"A","Error"
"12538",2019-10-20 13:00:00,"A","No clue"
"12539",2019-10-20 14:00:00,"A","Check with author"
"12540",2019-10-20 15:00:00,"A","No clue"
"12541",2019-10-20 16:00:00,"B","Check with author"
"12542",2019-10-20 17:00:00,"A","No clue"
"12543",2019-10-20 18:00:00,"C","No clue"
"12544",2019-10-20 19:00:00,"C","Attach"
"12545",2019-10-20 20:00:00,"C","Debug"
"12546",2019-10-20 21:00:00,"A","Limit"
"12547",2019-10-20 22:00:00,"A","No clue"
"12548",2019-10-20 23:00:00,"A","Attach"
"12549",2019-10-21 00:00:00,"B","No clue"
"12550",2019-10-21 01:00:00,"B","Warn"
"12551",2019-10-21 02:00:00,"C","Check with author"
"12552",2019-10-21 03:00:00,"C","Check with author"
"12553",2019-10-21 04:00:00,"C","Attach"
"12554",2019-10-21 05:00:00,"B","Error"
"12555",2019-10-21 06:00:00,"A","Check with author"
"12556",2019-10-21 07:00:00,"A","Check with author"
"12557",2019-10-21 08:00:00,"A","Attach"
"12558",2019-10-21 09:00:00,"C","Limit"
"12559",2019-10-21 10:00:00,"C","Warn"
"12560",2019-10-21 11:00:00,"A","No clue"
"12561",2019-10-21 12:00:00,"C","Warn"
"12562",2019-10-21 13:00:00,"A","Attach"
"12563",2019-10-21 14:00:00,"A","Check with author"
"12564",2019-10-21 15:00:00,"C","Attach"
"12565",2019-10-21 16:00:00,"A","Debug"
"12566",2019-10-21 17:00:00,"C","Check with author"
"12567",2019-10-21 18:00:00,"A","Limit"
"12568",2019-10-21 19:00:00,"A","No clue"
"12569",2019-10-21 20:00:00,"A","Debug"
"12570",2019-10-21 21:00:00,"C","Warn"
"12571",2019-10-21 22:00:00,"C","No clue"
"12572",2019-10-21 23:00:00,"A","Check with author"
"12573",2019-10-22 00:00:00,"A","Debug"
"12574",2019-10-22 01:00:00,"C","Check with author"
"12575",2019-10-22 02:00:00,"A","Attach"
"12576",2019-10-22 03:00:00,"C","Limit"
"12577",2019-10-22 04:00:00,"A","Limit"
"12578",2019-10-22 05:00:00,"B","Error"
"12579",2019-10-22 06:00:00,"A","Error"
"12580",2019-10-22 07:00:00,"B","Attach"
"12581",2019-10-22 08:00:00,"A","Limit"
"12582",2019-10-22 09:00:00,"C","Check with author"
"12583",2019-10-22 10:00:00,"B","Debug"
"12584",2019-10-22 11:00:00,"A","No clue"
"12585",2019-10-22 12:00:00,"A","No clue"
"12586",2019-10-22 13:00:00,"A","Attach"
"12587",2019-10-22 14:00:00,"A","Error"
"12588",2019-10-22 15:00:00,"C","Check with author"
"12589",2019-10-22 16:00:00,"B","Warn"
"12590",2019-10-22 17:00:00,"A","Limit"
"12591",2019-10-22 18:00:00,"C","Check with author"
"12592",2019-10-22 19:00:00,"C","Limit"
"12593",2019-10-22 20:00:00,"A","Check with author"
"12594",2019-10-22 21:00:00,"C","Check with author"
"12595",2019-10-22 22:00:00,"C","Limit"
"12596",2019-10-22 23:00:00,"B","Warn"
"12597",2019-10-23 00:00:00,"A","Check with author"
"12598",2019-10-23 01:00:00,"C","Debug"
"12599",2019-10-23 02:00:00,"C","Warn"
"12600",2019-10-23 03:00:00,"A","Check with author"
"12601",2019-10-23 04:00:00,"A","Warn"
"12602",2019-10-23 05:00:00,"A","Debug"
"12603",2019-10-23 06:00:00,"C","Attach"
"12604",2019-10-23 07:00:00,"A","Debug"
"12605",2019-10-23 08:00:00,"C","Debug"
"12606",2019-10-23 09:00:00,"A","Error"
"12607",2019-10-23 10:00:00,"A","Debug"
"12608",2019-10-23 11:00:00,"A","Check with author"
"12609",2019-10-23 12:00:00,"A","Warn"
"12610",2019-10-23 13:00:00,"C","Error"
"12611",2019-10-23 14:00:00,"A","Limit"
"12612",2019-10-23 15:00:00,"A","Warn"
"12613",2019-10-23 16:00:00,"B","Attach"
"12614",2019-10-23 17:00:00,"A","Limit"
"12615",2019-10-23 18:00:00,"A","Limit"
"12616",2019-10-23 19:00:00,"A","Warn"
"12617",2019-10-23 20:00:00,"C","Check with author"
"12618",2019-10-23 21:00:00,"A","Warn"
"12619",2019-10-23 22:00:00,"A","Warn"
"12620",2019-10-23 23:00:00,"C","Debug"
"12621",2019-10-24 00:00:00,"A","Warn"
"12622",2019-10-24 01:00:00,"A","Debug"
"12623",2019-10-24 02:00:00,"C","Attach"
"12624",2019-10-24 03:00:00,"A","Debug"
"12625",2019-10-24 04:00:00,"A","Debug"
"12626",2019-10-24 05:00:00,"A","No clue"
"12627",2019-10-24 06:00:00,"A","Debug"
"12628",2019-10-24 07:00:00,"A","Check with author"
"12629",2019-10-24 08:00:00,"B","Error"
"12630",2019-10-24 09:00:00,"A","Debug"
"12631",2019-10-24 10:00:00,"A","Debug"
"12632",2019-10-24 11:00:00,"A","No clue"
"12633",2019-10-24 12:00:00,"C","Error"
"12634",2019-10-24 13:00:00,"C","Check with author"
"12635",2019-10-24 14:00:00,"A","Attach"
"12636",2019-10-24 15:00:00,"A","Debug"
"12637",2019-10-24 16:00:00,"A","Attach"
"12638",2019-10-24 17:00:00,"C","Check with author"
"12639",2019-10-24 18:00:00,"A","Attach"
"12640",2019-10-24 19:00:00,"C","Limit"
"12641",2019-10-24 20:00:00,"A","Attach"
"12642",2019-10-24 21:00:00,"A","Limit"
"12643",2019-10-24 22:00:00,"A","Check with author"
"12644",2019-10-24 23:00:00,"A","Limit"
"12645",2019-10-25 00:00:00,"A","Warn"
"12646",2019-10-25 01:00:00,"A","Attach"
"12647",2019-10-25 02:00:00,"C","Limit"
"12648",2019-10-25 03:00:00,"C","Debug"
"12649",2019-10-25 04:00:00,"A","Error"
"12650",2019-10-25 05:00:00,"A","Warn"
"12651",2019-10-25 06:00:00,"C","Warn"
"12652",2019-10-25 07:00:00,"A","Attach"
"12653",2019-10-25 08:00:00,"A","No clue"
"12654",2019-10-25 09:00:00,"C","Limit"
"12655",2019-10-25 10:00:00,"C","Warn"
"12656",2019-10-25 11:00:00,"C","Attach"
"12657",2019-10-25 12:00:00,"A","Debug"
"12658",2019-10-25 13:00:00,"A","Attach"
"12659",2019-10-25 14:00:00,"B","No clue"
"12660",2019-10-25 15:00:00,"C","Debug"
"12661",2019-10-25 16:00:00,"B","Debug"
"12662",2019-10-25 17:00:00,"B","No clue"
"12663",2019-10-25 18:00:00,"A","Error"
"12664",2019-10-25 19:00:00,"B","Check with author"
"12665",2019-10-25 20:00:00,"C","No clue"
"12666",2019-10-25 21:00:00,"B","Check with author"
"12667",2019-10-25 22:00:00,"A","No clue"
"12668",2019-10-25 23:00:00,"A","Warn"
"12669",2019-10-26 00:00:00,"C","Check with author"
"12670",2019-10-26 01:00:00,"A","No clue"
"12671",2019-10-26 02:00:00,"C","Debug"
"12672",2019-10-26 03:00:00,"B","Error"
"12673",2019-10-26 04:00:00,"C","Limit"
"12674",2019-10-26 05:00:00,"A","Check with author"
"12675",2019-10-26 06:00:00,"A","Warn"
"12676",2019-10-26 07:00:00,"C","Debug"
"12677",2019-10-26 08:00:00,"C","Error"
"12678",2019-10-26 09:00:00,"B","Check with author"
"12679",2019-10-26 10:00:00,"A","Error"
"12680",2019-10-26 11:00:00,"C","Error"
"12681",2019-10-26 12:00:00,"A","Warn"
"12682",2019-10-26 13:00:00,"B","Error"
"12683",2019-10-26 14:00:00,"A","No clue"
"12684",2019-10-26 15:00:00,"C","Limit"
"12685",2019-10-26 16:00:00,"C","Attach"
"12686",2019-10-26 17:00:00,"A","Debug"
"12687",2019-10-26 18:00:00,"C","Warn"
"12688",2019-10-26 19:00:00,"C","Check with author"
"12689",2019-10-26 20:00:00,"A","Check with author"
"12690",2019-10-26 21:00:00,"A","No clue"
"12691",2019-10-26 22:00:00,"B","Check with author"
"12692",2019-10-26 23:00:00,"C","Debug"
"12693",2019-10-27 00:00:00,"A","Limit"
"12694",2019-10-27 01:00:00,"A","Error"
"12695",2019-10-27 01:00:00,"C","Check with author"
"12696",2019-10-27 02:00:00,"A","Attach"
"12697",2019-10-27 03:00:00,"A","Debug"
"12698",2019-10-27 04:00:00,"A","Attach"
"12699",2019-10-27 05:00:00,"A","Debug"
"12700",2019-10-27 06:00:00,"A","Error"
"12701",2019-10-27 07:00:00,"B","Limit"
"12702",2019-10-27 08:00:00,"A","Attach"
"12703",2019-10-27 09:00:00,"A","Error"
"12704",2019-10-27 10:00:00,"C","Attach"
"12705",2019-10-27 11:00:00,"A","Limit"
"12706",2019-10-27 12:00:00,"A","No clue"
"12707",2019-10-27 13:00:00,"B","Error"
"12708",2019-10-27 14:00:00,"A","Debug"
"12709",2019-10-27 15:00:00,"A","Attach"
"12710",2019-10-27 16:00:00,"A","Check with author"
"12711",2019-10-27 17:00:00,"C","Error"
"12712",2019-10-27 18:00:00,"A","Attach"
"12713",2019-10-27 19:00:00,"C","Error"
"12714",2019-10-27 20:00:00,"C","Debug"
"12715",2019-10-27 21:00:00,"C","Limit"
"12716",2019-10-27 22:00:00,"C","Attach"
"12717",2019-10-27 23:00:00,"A","Warn"
"12718",2019-10-28 00:00:00,"A","Limit"
"12719",2019-10-28 01:00:00,"A","Attach"
"12720",2019-10-28 02:00:00,"C","No clue"
"12721",2019-10-28 03:00:00,"A","Check with author"
"12722",2019-10-28 04:00:00,"C","Warn"
"12723",2019-10-28 05:00:00,"A","Limit"
"12724",2019-10-28 06:00:00,"B","Check with author"
"12725",2019-10-28 07:00:00,"A","Attach"
"12726",2019-10-28 08:00:00,"C","No clue"
"12727",2019-10-28 09:00:00,"C","Limit"
"12728",2019-10-28 10:00:00,"A","Debug"
"12729",2019-10-28 11:00:00,"A","Check with author"
"12730",2019-10-28 12:00:00,"A","Error"
"12731",2019-10-28 13:00:00,"A","No clue"
"12732",2019-10-28 14:00:00,"A","No clue"
"12733",2019-10-28 15:00:00,"A","Check with author"
"12734",2019-10-28 16:00:00,"C","No clue"
"12735",2019-10-28 17:00:00,"C","No clue"
"12736",2019-10-28 18:00:00,"A","Warn"
"12737",2019-10-28 19:00:00,"B","No clue"
"12738",2019-10-28 20:00:00,"A","No clue"
"12739",2019-10-28 21:00:00,"A","Limit"
"12740",2019-10-28 22:00:00,"C","Attach"
"12741",2019-10-28 23:00:00,"A","No clue"
"12742",2019-10-29 00:00:00,"C","Limit"
"12743",2019-10-29 01:00:00,"B","Debug"
"12744",2019-10-29 02:00:00,"A","Limit"
"12745",2019-10-29 03:00:00,"A","Check with author"
"12746",2019-10-29 04:00:00,"A","Warn"
"12747",2019-10-29 05:00:00,"B","Error"
"12748",2019-10-29 06:00:00,"A","Check with author"
"12749",2019-10-29 07:00:00,"C","No clue"
"12750",2019-10-29 08:00:00,"A","Limit"
"12751",2019-10-29 09:00:00,"C","Attach"
"12752",2019-10-29 10:00:00,"A","Debug"
"12753",2019-10-29 11:00:00,"A","No clue"
"12754",2019-10-29 12:00:00,"B","Error"
"12755",2019-10-29 13:00:00,"A","Attach"
