"","date","category","content"
"2083",2018-01-01 17:40:00,"C","Warn"
"2084",2018-01-01 18:00:00,"A","Debug"
"2085",2018-01-01 18:20:00,"B","Warn"
"2086",2018-01-01 18:40:00,"B","Debug"
"2087",2018-01-01 19:00:00,"B","Error"
"2088",2018-01-01 19:20:00,"A","Limit"
"2089",2018-01-01 19:40:00,"C","Warn"
"2090",2018-01-01 20:00:00,"B","Error"
"2091",2018-01-01 20:20:00,"C","Check with author"
"2092",2018-01-01 20:40:00,"B","Limit"
"2093",2018-01-01 21:00:00,"B","Check with author"
"2094",2018-01-01 21:20:00,"C","Warn"
"2095",2018-01-01 21:40:00,"B","Error"
"2096",2018-01-01 22:00:00,"C","Error"
"2097",2018-01-01 22:20:00,"A","Check with author"
"2098",2018-01-01 22:40:00,"B","Attach"
"2099",2018-01-01 23:00:00,"A","Attach"
"2100",2018-01-01 23:20:00,"B","Check with author"
"2101",2018-01-01 23:40:00,"B","No clue"
"2102",2018-01-02 00:00:00,"C","No clue"
"2103",2018-01-02 00:20:00,"C","Error"
"2104",2018-01-02 00:40:00,"C","Warn"
"2105",2018-01-02 01:00:00,"B","No clue"
"2106",2018-01-02 01:20:00,"C","Attach"
"2107",2018-01-02 01:40:00,"B","Limit"
"2108",2018-01-02 02:00:00,"C","Attach"
"2109",2018-01-02 02:20:00,"A","Warn"
"2110",2018-01-02 02:40:00,"A","Check with author"
"2111",2018-01-02 03:00:00,"C","Attach"
"2112",2018-01-02 03:20:00,"C","No clue"
"2113",2018-01-02 03:40:00,"A","Attach"
"2114",2018-01-02 04:00:00,"A","Error"
"2115",2018-01-02 04:20:00,"B","Debug"
"2116",2018-01-02 04:40:00,"B","Debug"
"2117",2018-01-02 05:00:00,"A","Warn"
"2118",2018-01-02 05:20:00,"B","Attach"
"2119",2018-01-02 05:40:00,"B","Error"
"2120",2018-01-02 06:00:00,"C","Warn"
"2121",2018-01-02 06:20:00,"B","Attach"
"2122",2018-01-02 06:40:00,"A","Attach"
"2123",2018-01-02 07:00:00,"B","Error"
"2124",2018-01-02 07:20:00,"C","No clue"
"2125",2018-01-02 07:40:00,"B","No clue"
"2126",2018-01-02 08:00:00,"A","Error"
"2127",2018-01-02 08:20:00,"B","Debug"
"2128",2018-01-02 08:40:00,"B","Check with author"
"2129",2018-01-02 09:00:00,"A","Limit"
"2130",2018-01-02 09:20:00,"C","Attach"
"2131",2018-01-02 09:40:00,"B","Debug"
"2132",2018-01-02 10:00:00,"B","Check with author"
"2133",2018-01-02 10:20:00,"A","Debug"
"2134",2018-01-02 10:40:00,"B","No clue"
"2135",2018-01-02 11:00:00,"C","Check with author"
"2136",2018-01-02 11:20:00,"A","Attach"
"2137",2018-01-02 11:40:00,"A","Debug"
"2138",2018-01-02 12:00:00,"A","Limit"
"2139",2018-01-02 12:20:00,"A","Attach"
"2140",2018-01-02 12:40:00,"C","Check with author"
"2141",2018-01-02 13:00:00,"C","Debug"
"2142",2018-01-02 13:20:00,"A","Limit"
"2143",2018-01-02 13:40:00,"C","Limit"
"2144",2018-01-02 14:00:00,"C","Check with author"
"2145",2018-01-02 14:20:00,"B","Error"
"2146",2018-01-02 14:40:00,"C","Limit"
"2147",2018-01-02 15:00:00,"A","Error"
"2148",2018-01-02 15:20:00,"B","Check with author"
"2149",2018-01-02 15:40:00,"B","No clue"
"2150",2018-01-02 16:00:00,"C","Error"
"2151",2018-01-02 16:20:00,"B","Error"
"2152",2018-01-02 16:40:00,"A","No clue"
"2153",2018-01-02 17:00:00,"C","Check with author"
"2154",2018-01-02 17:20:00,"A","Warn"
"2155",2018-01-02 17:40:00,"B","Debug"
"2156",2018-01-02 18:00:00,"B","Limit"
"2157",2018-01-02 18:20:00,"A","No clue"
"2158",2018-01-02 18:40:00,"A","Debug"
"2159",2018-01-02 19:00:00,"A","No clue"
"2160",2018-01-02 19:20:00,"C","Warn"
"2161",2018-01-02 19:40:00,"B","Debug"
"2162",2018-01-02 20:00:00,"B","Check with author"
"2163",2018-01-02 20:20:00,"C","Limit"
"2164",2018-01-02 20:40:00,"C","Debug"
"2165",2018-01-02 21:00:00,"C","No clue"
"2166",2018-01-02 21:20:00,"B","Check with author"
"2167",2018-01-02 21:40:00,"B","Attach"
"2168",2018-01-02 22:00:00,"A","Limit"
"2169",2018-01-02 22:20:00,"A","Error"
"2170",2018-01-02 22:40:00,"C","Attach"
"2171",2018-01-02 23:00:00,"C","Error"
"2172",2018-01-02 23:20:00,"C","Attach"
"2173",2018-01-02 23:40:00,"A","Limit"
"2174",2018-01-03 00:00:00,"B","Warn"
"2175",2018-01-03 00:20:00,"C","Limit"
"2176",2018-01-03 00:40:00,"B","No clue"
"2177",2018-01-03 01:00:00,"A","Debug"
"2178",2018-01-03 01:20:00,"C","No clue"
"2179",2018-01-03 01:40:00,"A","Debug"
"2180",2018-01-03 02:00:00,"B","Error"
"2181",2018-01-03 02:20:00,"A","Attach"
"2182",2018-01-03 02:40:00,"C","Limit"
"2183",2018-01-03 03:00:00,"C","Check with author"
"2184",2018-01-03 03:20:00,"A","Debug"
"2185",2018-01-03 03:40:00,"A","Check with author"
"2186",2018-01-03 04:00:00,"B","Warn"
"2187",2018-01-03 04:20:00,"A","Error"
"2188",2018-01-03 04:40:00,"A","Limit"
"2189",2018-01-03 05:00:00,"A","Debug"
"2190",2018-01-03 05:20:00,"A","Attach"
"2191",2018-01-03 05:40:00,"A","Attach"
"2192",2018-01-03 06:00:00,"B","Limit"
"2193",2018-01-03 06:20:00,"C","Limit"
"2194",2018-01-03 06:40:00,"C","Warn"
"2195",2018-01-03 07:00:00,"B","Warn"
"2196",2018-01-03 07:20:00,"C","Debug"
"2197",2018-01-03 07:40:00,"A","Error"
"2198",2018-01-03 08:00:00,"B","Limit"
"2199",2018-01-03 08:20:00,"A","Warn"
"2200",2018-01-03 08:40:00,"C","Warn"
"2201",2018-01-03 09:00:00,"A","Error"
"2202",2018-01-03 09:20:00,"B","Warn"
"2203",2018-01-03 09:40:00,"A","Error"
"2204",2018-01-03 10:00:00,"C","Debug"
"2205",2018-01-03 10:20:00,"A","Debug"
"2206",2018-01-03 10:40:00,"C","Debug"
"2207",2018-01-03 11:00:00,"C","Debug"
"2208",2018-01-03 11:20:00,"C","Warn"
"2209",2018-01-03 11:40:00,"B","No clue"
"2210",2018-01-03 12:00:00,"B","Error"
"2211",2018-01-03 12:20:00,"C","Attach"
"2212",2018-01-03 12:40:00,"B","Debug"
"2213",2018-01-03 13:00:00,"B","Attach"
"2214",2018-01-03 13:20:00,"A","Attach"
"2215",2018-01-03 13:40:00,"B","Warn"
"2216",2018-01-03 14:00:00,"C","Limit"
"2217",2018-01-03 14:20:00,"A","Limit"
"2218",2018-01-03 14:40:00,"B","Debug"
"2219",2018-01-03 15:00:00,"B","Debug"
"2220",2018-01-03 15:20:00,"C","Error"
"2221",2018-01-03 15:40:00,"C","Check with author"
"2222",2018-01-03 16:00:00,"B","Limit"
"2223",2018-01-03 16:20:00,"C","Warn"
"2224",2018-01-03 16:40:00,"A","Check with author"
"2225",2018-01-03 17:00:00,"C","Debug"
"2226",2018-01-03 17:20:00,"C","Warn"
"2227",2018-01-03 17:40:00,"B","Check with author"
"2228",2018-01-03 18:00:00,"A","Warn"
"2229",2018-01-03 18:20:00,"C","Debug"
"2230",2018-01-03 18:40:00,"B","Attach"
"2231",2018-01-03 19:00:00,"A","Limit"
"2232",2018-01-03 19:20:00,"C","Warn"
"2233",2018-01-03 19:40:00,"B","Warn"
"2234",2018-01-03 20:00:00,"B","Warn"
"2235",2018-01-03 20:20:00,"C","Warn"
"2236",2018-01-03 20:40:00,"C","No clue"
"2237",2018-01-03 21:00:00,"C","Attach"
"2238",2018-01-03 21:20:00,"A","Check with author"
"2239",2018-01-03 21:40:00,"B","Attach"
"2240",2018-01-03 22:00:00,"B","Check with author"
"2241",2018-01-03 22:20:00,"C","Attach"
"2242",2018-01-03 22:40:00,"B","Debug"
"2243",2018-01-03 23:00:00,"B","Warn"
"2244",2018-01-03 23:20:00,"C","Limit"
"2245",2018-01-03 23:40:00,"A","Limit"
"2246",2018-01-04 00:00:00,"C","Limit"
"2247",2018-01-04 00:20:00,"A","Limit"
"2248",2018-01-04 00:40:00,"C","Limit"
"2249",2018-01-04 01:00:00,"A","Limit"
"2250",2018-01-04 01:20:00,"A","Debug"
"2251",2018-01-04 01:40:00,"B","Debug"
"2252",2018-01-04 02:00:00,"B","Warn"
"2253",2018-01-04 02:20:00,"B","Debug"
"2254",2018-01-04 02:40:00,"C","Attach"
"2255",2018-01-04 03:00:00,"C","Debug"
"2256",2018-01-04 03:20:00,"A","Debug"
"2257",2018-01-04 03:40:00,"C","Attach"
"2258",2018-01-04 04:00:00,"B","No clue"
"2259",2018-01-04 04:20:00,"C","No clue"
"2260",2018-01-04 04:40:00,"A","No clue"
"2261",2018-01-04 05:00:00,"C","Warn"
"2262",2018-01-04 05:20:00,"A","No clue"
"2263",2018-01-04 05:40:00,"A","Limit"
"2264",2018-01-04 06:00:00,"C","Limit"
"2265",2018-01-04 06:20:00,"A","Warn"
"2266",2018-01-04 06:40:00,"A","Check with author"
"2267",2018-01-04 07:00:00,"A","Warn"
"2268",2018-01-04 07:20:00,"C","No clue"
"2269",2018-01-04 07:40:00,"C","Check with author"
"2270",2018-01-04 08:00:00,"C","Check with author"
"2271",2018-01-04 08:20:00,"A","Debug"
"2272",2018-01-04 08:40:00,"C","Check with author"
"2273",2018-01-04 09:00:00,"A","Check with author"
"2274",2018-01-04 09:20:00,"A","Debug"
"2275",2018-01-04 09:40:00,"A","Attach"
"2276",2018-01-04 10:00:00,"A","Warn"
"2277",2018-01-04 10:20:00,"C","Limit"
"2278",2018-01-04 10:40:00,"C","No clue"
"2279",2018-01-04 11:00:00,"C","Attach"
"2280",2018-01-04 11:20:00,"C","Debug"
"2281",2018-01-04 11:40:00,"C","Attach"
"2282",2018-01-04 12:00:00,"C","Error"
"2283",2018-01-04 12:20:00,"C","Debug"
"2284",2018-01-04 12:40:00,"C","Error"
"2285",2018-01-04 13:00:00,"B","Error"
"2286",2018-01-04 13:20:00,"C","Attach"
"2287",2018-01-04 13:40:00,"B","Debug"
"2288",2018-01-04 14:00:00,"C","Warn"
"2289",2018-01-04 14:20:00,"A","Attach"
"2290",2018-01-04 14:40:00,"B","Error"
"2291",2018-01-04 15:00:00,"A","Limit"
"2292",2018-01-04 15:20:00,"A","Attach"
"2293",2018-01-04 15:40:00,"A","Check with author"
"2294",2018-01-04 16:00:00,"B","Warn"
"2295",2018-01-04 16:20:00,"B","No clue"
"2296",2018-01-04 16:40:00,"C","Debug"
"2297",2018-01-04 17:00:00,"A","No clue"
"2298",2018-01-04 17:20:00,"C","Warn"
"2299",2018-01-04 17:40:00,"A","Debug"
"2300",2018-01-04 18:00:00,"B","Debug"
"2301",2018-01-04 18:20:00,"A","Error"
"2302",2018-01-04 18:40:00,"A","Error"
"2303",2018-01-04 19:00:00,"C","Check with author"
"2304",2018-01-04 19:20:00,"A","Limit"
"2305",2018-01-04 19:40:00,"A","Limit"
"2306",2018-01-04 20:00:00,"A","Limit"
"2307",2018-01-04 20:20:00,"A","Error"
"2308",2018-01-04 20:40:00,"A","Error"
"2309",2018-01-04 21:00:00,"C","Check with author"
"2310",2018-01-04 21:20:00,"C","Debug"
"2311",2018-01-04 21:40:00,"B","Limit"
"2312",2018-01-04 22:00:00,"A","Debug"
"2313",2018-01-04 22:20:00,"C","Check with author"
"2314",2018-01-04 22:40:00,"A","No clue"
"2315",2018-01-04 23:00:00,"A","Error"
"2316",2018-01-04 23:20:00,"C","Attach"
"2317",2018-01-04 23:40:00,"A","Debug"
"2318",2018-01-05 00:00:00,"B","Limit"
"2319",2018-01-05 00:20:00,"A","No clue"
"2320",2018-01-05 00:40:00,"B","Check with author"
"2321",2018-01-05 01:00:00,"B","Debug"
"2322",2018-01-05 01:20:00,"A","No clue"
"2323",2018-01-05 01:40:00,"B","Limit"
"2324",2018-01-05 02:00:00,"B","Error"
"2325",2018-01-05 02:20:00,"C","Limit"
"2326",2018-01-05 02:40:00,"A","Debug"
"2327",2018-01-05 03:00:00,"A","Attach"
"2328",2018-01-05 03:20:00,"A","Check with author"
"2329",2018-01-05 03:40:00,"A","Warn"
"2330",2018-01-05 04:00:00,"A","Attach"
"2331",2018-01-05 04:20:00,"B","Warn"
"2332",2018-01-05 04:40:00,"A","Error"
"2333",2018-01-05 05:00:00,"A","No clue"
"2334",2018-01-05 05:20:00,"A","Error"
"2335",2018-01-05 05:40:00,"B","No clue"
"2336",2018-01-05 06:00:00,"B","Debug"
"2337",2018-01-05 06:20:00,"B","Check with author"
"2338",2018-01-05 06:40:00,"C","Debug"
"2339",2018-01-05 07:00:00,"B","Attach"
"2340",2018-01-05 07:20:00,"B","Error"
"2341",2018-01-05 07:40:00,"C","Limit"
"2342",2018-01-05 08:00:00,"C","Limit"
"2343",2018-01-05 08:20:00,"A","Check with author"
"2344",2018-01-05 08:40:00,"A","No clue"
"2345",2018-01-05 09:00:00,"A","Limit"
"2346",2018-01-05 09:20:00,"C","Attach"
"2347",2018-01-05 09:40:00,"A","No clue"
"2348",2018-01-05 10:00:00,"A","Warn"
"2349",2018-01-05 10:20:00,"B","Check with author"
"2350",2018-01-05 10:40:00,"C","Check with author"
"2351",2018-01-05 11:00:00,"C","Check with author"
"2352",2018-01-05 11:20:00,"A","Error"
"2353",2018-01-05 11:40:00,"A","Check with author"
"2354",2018-01-05 12:00:00,"B","Debug"
"2355",2018-01-05 12:20:00,"A","Attach"
"2356",2018-01-05 12:40:00,"B","No clue"
"2357",2018-01-05 13:00:00,"C","No clue"
"2358",2018-01-05 13:20:00,"C","Warn"
"2359",2018-01-05 13:40:00,"B","Attach"
"2360",2018-01-05 14:00:00,"C","Check with author"
"2361",2018-01-01 12:00:00,"A","No clue"
"2362",2018-01-01 12:20:00,"A","Attach"
"2363",2018-01-01 12:40:00,"C","Attach"
"2364",2018-01-01 13:00:00,"A","No clue"
"2365",2018-01-01 13:20:00,"A","Check with author"
"2366",2018-01-01 13:40:00,"B","Attach"
"2367",2018-01-01 14:00:00,"C","Debug"
"2368",2018-01-01 14:20:00,"C","Attach"
"2369",2018-01-01 14:40:00,"C","No clue"
"2370",2018-01-01 15:00:00,"B","No clue"
"2371",2018-01-01 15:20:00,"A","No clue"
"2372",2018-01-01 15:40:00,"C","Error"
"2373",2018-01-01 16:00:00,"A","Warn"
"2374",2018-01-01 16:20:00,"B","Error"
"2375",2018-01-01 16:40:00,"C","Debug"
"2376",2018-01-01 17:00:00,"C","Warn"
"2377",2018-01-01 17:20:00,"A","Check with author"
"2378",2018-01-01 17:40:00,"B","Limit"
"2379",2018-01-01 18:00:00,"B","No clue"
"2380",2018-01-01 18:20:00,"B","Limit"
"2381",2018-01-01 18:40:00,"C","Warn"
"2382",2018-01-01 19:00:00,"A","Debug"
"2383",2018-01-01 19:20:00,"A","Warn"
"2384",2018-01-01 19:40:00,"B","Attach"
"2385",2018-01-01 20:00:00,"A","Check with author"
"2386",2018-01-01 20:20:00,"A","Warn"
"2387",2018-01-01 20:40:00,"A","Debug"
"2388",2018-01-01 21:00:00,"B","Error"
"2389",2018-01-01 21:20:00,"C","Attach"
"2390",2018-01-01 21:40:00,"C","No clue"
"2391",2018-01-01 22:00:00,"C","Limit"
"2392",2018-01-01 22:20:00,"C","Limit"
"2393",2018-01-01 22:40:00,"C","Check with author"
"2394",2018-01-01 23:00:00,"C","Limit"
"2395",2018-01-01 23:20:00,"B","Debug"
"2396",2018-01-01 23:40:00,"B","No clue"
"2397",2018-01-02 00:00:00,"C","Error"
"2398",2018-01-02 00:20:00,"A","Debug"
"2399",2018-01-02 00:40:00,"A","Attach"
"2400",2018-01-02 01:00:00,"A","Check with author"
"2401",2018-01-02 01:20:00,"C","Limit"
"2402",2018-01-02 01:40:00,"B","Warn"
"2403",2018-01-02 02:00:00,"B","Attach"
"2404",2018-01-02 02:20:00,"A","Warn"
"2405",2018-01-02 02:40:00,"A","Debug"
"2406",2018-01-02 03:00:00,"B","Debug"
"2407",2018-01-02 03:20:00,"C","No clue"
"2408",2018-01-02 03:40:00,"A","No clue"
"2409",2018-01-02 04:00:00,"A","Debug"
"2410",2018-01-02 04:20:00,"B","Check with author"
"2411",2018-01-02 04:40:00,"A","Error"
"2412",2018-01-02 05:00:00,"A","Limit"
"2413",2018-01-02 05:20:00,"B","Error"
"2414",2018-01-02 05:40:00,"C","Check with author"
"2415",2018-01-02 06:00:00,"A","Debug"
"2416",2018-01-02 06:20:00,"B","Limit"
"2417",2018-01-02 06:40:00,"C","Attach"
"2418",2018-01-02 07:00:00,"A","Debug"
"2419",2018-01-02 07:20:00,"A","No clue"
"2420",2018-01-02 07:40:00,"A","Limit"
"2421",2018-01-02 08:00:00,"B","Attach"
"2422",2018-01-02 08:20:00,"A","No clue"
"2423",2018-01-02 08:40:00,"C","Warn"
"2424",2018-01-02 09:00:00,"C","Check with author"
"2425",2018-01-02 09:20:00,"B","Attach"
"2426",2018-01-02 09:40:00,"C","Error"
"2427",2018-01-02 10:00:00,"C","Error"
"2428",2018-01-02 10:20:00,"C","Debug"
"2429",2018-01-02 10:40:00,"B","Limit"
"2430",2018-01-02 11:00:00,"A","Warn"
"2431",2018-01-02 11:20:00,"B","Debug"
"2432",2018-01-02 11:40:00,"C","Attach"
"2433",2018-01-02 12:00:00,"C","Debug"
"2434",2018-01-02 12:20:00,"B","Check with author"
"2435",2018-01-02 12:40:00,"B","Error"
"2436",2018-01-02 13:00:00,"C","Warn"
"2437",2018-01-02 13:20:00,"B","No clue"
"2438",2018-01-02 13:40:00,"C","Limit"
"2439",2018-01-02 14:00:00,"C","Limit"
"2440",2018-01-02 14:20:00,"C","Check with author"
"2441",2018-01-02 14:40:00,"C","Check with author"
"2442",2018-01-02 15:00:00,"B","Check with author"
"2443",2018-01-02 15:20:00,"B","Warn"
"2444",2018-01-02 15:40:00,"B","No clue"
"2445",2018-01-02 16:00:00,"A","No clue"
"2446",2018-01-02 16:20:00,"A","Attach"
"2447",2018-01-02 16:40:00,"C","Debug"
"2448",2018-01-02 17:00:00,"B","Attach"
"2449",2018-01-02 17:20:00,"A","Limit"
"2450",2018-01-02 17:40:00,"C","Limit"
"2451",2018-01-02 18:00:00,"C","Error"
"2452",2018-01-02 18:20:00,"A","Attach"
"2453",2018-01-02 18:40:00,"B","Attach"
"2454",2018-01-02 19:00:00,"C","Limit"
"2455",2018-01-02 19:20:00,"A","Error"
"2456",2018-01-02 19:40:00,"A","No clue"
"2457",2018-01-02 20:00:00,"C","Limit"
"2458",2018-01-02 20:20:00,"C","No clue"
"2459",2018-01-02 20:40:00,"A","Warn"
"2460",2018-01-02 21:00:00,"B","Check with author"
"2461",2018-01-02 21:20:00,"B","No clue"
"2462",2018-01-02 21:40:00,"C","No clue"
"2463",2018-01-02 22:00:00,"A","No clue"
"2464",2018-01-02 22:20:00,"B","Attach"
"2465",2018-01-02 22:40:00,"B","Attach"
"2466",2018-01-02 23:00:00,"A","Error"
"2467",2018-01-02 23:20:00,"B","Error"
"2468",2018-01-02 23:40:00,"A","Limit"
"2469",2018-01-03 00:00:00,"A","No clue"
"2470",2018-01-03 00:20:00,"B","Warn"
"2471",2018-01-03 00:40:00,"A","Debug"
"2472",2018-01-03 01:00:00,"C","Limit"
"2473",2018-01-03 01:20:00,"B","No clue"
"2474",2018-01-03 01:40:00,"C","Debug"
"2475",2018-01-03 02:00:00,"B","Attach"
"2476",2018-01-03 02:20:00,"A","Error"
"2477",2018-01-03 02:40:00,"A","Attach"
"2478",2018-01-03 03:00:00,"C","Debug"
"2479",2018-01-03 03:20:00,"C","Check with author"
"2480",2018-01-03 03:40:00,"A","Error"
"2481",2018-01-03 04:00:00,"B","No clue"
"2482",2018-01-03 04:20:00,"A","Check with author"
"2483",2018-01-03 04:40:00,"B","Error"
"2484",2018-01-03 05:00:00,"A","No clue"
"2485",2018-01-03 05:20:00,"C","Warn"
"2486",2018-01-03 05:40:00,"A","No clue"
"2487",2018-01-03 06:00:00,"B","Debug"
"2488",2018-01-03 06:20:00,"A","Check with author"
"2489",2018-01-03 06:40:00,"B","Attach"
"2490",2018-01-03 07:00:00,"A","No clue"
"2491",2018-01-03 07:20:00,"A","Warn"
"2492",2018-01-03 07:40:00,"A","Error"
"2493",2018-01-03 08:00:00,"C","No clue"
"2494",2018-01-03 08:20:00,"A","Debug"
"2495",2018-01-03 08:40:00,"B","Attach"
"2496",2018-01-03 09:00:00,"C","Error"
"2497",2018-01-03 09:20:00,"A","Check with author"
"2498",2018-01-03 09:40:00,"C","Check with author"
"2499",2018-01-03 10:00:00,"A","Check with author"
"2500",2018-01-03 10:20:00,"C","Limit"
"2501",2018-01-03 10:40:00,"C","Debug"
"2502",2018-01-03 11:00:00,"A","Limit"
"2503",2018-01-03 11:20:00,"C","Attach"
"2504",2018-01-03 11:40:00,"A","Error"
"2505",2018-01-03 12:00:00,"C","Attach"
"2506",2018-01-03 12:20:00,"A","Error"
"2507",2018-01-03 12:40:00,"C","Debug"
"2508",2018-01-03 13:00:00,"A","Attach"
"2509",2018-01-03 13:20:00,"A","Warn"
"2510",2018-01-03 13:40:00,"B","Error"
"2511",2018-01-03 14:00:00,"A","Check with author"
"2512",2018-01-03 14:20:00,"C","Limit"
"2513",2018-01-03 14:40:00,"B","Warn"
"2514",2018-01-03 15:00:00,"A","Check with author"
"2515",2018-01-03 15:20:00,"A","Warn"
"2516",2018-01-03 15:40:00,"A","Limit"
"2517",2018-01-03 16:00:00,"C","No clue"
"2518",2018-01-03 16:20:00,"B","Check with author"
"2519",2018-01-03 16:40:00,"B","Warn"
"2520",2018-01-03 17:00:00,"A","Attach"
"2521",2018-01-03 17:20:00,"B","Error"
"2522",2018-01-03 17:40:00,"B","Error"
"2523",2018-01-03 18:00:00,"B","Check with author"
"2524",2018-01-03 18:20:00,"C","Error"
"2525",2018-01-03 18:40:00,"C","No clue"
"2526",2018-01-03 19:00:00,"C","Warn"
"2527",2018-01-03 19:20:00,"A","Error"
"2528",2018-01-03 19:40:00,"C","Check with author"
"2529",2018-01-03 20:00:00,"C","Debug"
"2530",2018-01-03 20:20:00,"B","No clue"
"2531",2018-01-03 20:40:00,"A","No clue"
"2532",2018-01-03 21:00:00,"A","Debug"
"2533",2018-01-03 21:20:00,"B","Limit"
"2534",2018-01-03 21:40:00,"B","Attach"
"2535",2018-01-03 22:00:00,"A","Debug"
"2536",2018-01-03 22:20:00,"A","No clue"
"2537",2018-01-03 22:40:00,"B","No clue"
"2538",2018-01-03 23:00:00,"A","Error"
"2539",2018-01-03 23:20:00,"B","No clue"
"2540",2018-01-03 23:40:00,"A","Check with author"
"2541",2018-01-04 00:00:00,"B","Debug"
"2542",2018-01-04 00:20:00,"C","Attach"
"2543",2018-01-04 00:40:00,"C","Check with author"
"2544",2018-01-04 01:00:00,"A","Limit"
"2545",2018-01-04 01:20:00,"B","Warn"
"2546",2018-01-04 01:40:00,"B","No clue"
"2547",2018-01-04 02:00:00,"B","Attach"
"2548",2018-01-04 02:20:00,"C","Check with author"
"2549",2018-01-04 02:40:00,"B","No clue"
"2550",2018-01-04 03:00:00,"A","Check with author"
"2551",2018-01-04 03:20:00,"C","Attach"
"2552",2018-01-04 03:40:00,"A","Error"
"2553",2018-01-04 04:00:00,"C","Check with author"
"2554",2018-01-04 04:20:00,"B","Error"
"2555",2018-01-04 04:40:00,"A","Error"
"2556",2018-01-04 05:00:00,"C","Warn"
"2557",2018-01-04 05:20:00,"A","Limit"
"2558",2018-01-04 05:40:00,"B","Limit"
"2559",2018-01-04 06:00:00,"C","Attach"
"2560",2018-01-04 06:20:00,"A","Limit"
"2561",2018-01-04 06:40:00,"C","Debug"
"2562",2018-01-04 07:00:00,"B","Debug"
"2563",2018-01-04 07:20:00,"B","Check with author"
"2564",2018-01-04 07:40:00,"A","Check with author"
"2565",2018-01-04 08:00:00,"C","Limit"
"2566",2018-01-04 08:20:00,"A","No clue"
"2567",2018-01-04 08:40:00,"C","Error"
"2568",2018-01-04 09:00:00,"A","Error"
"2569",2018-01-04 09:20:00,"C","Warn"
"2570",2018-01-04 09:40:00,"C","Check with author"
"2571",2018-01-04 10:00:00,"C","Attach"
"2572",2018-01-04 10:20:00,"A","Warn"
"2573",2018-01-04 10:40:00,"A","Limit"
"2574",2018-01-04 11:00:00,"C","No clue"
"2575",2018-01-04 11:20:00,"C","Warn"
"2576",2018-01-04 11:40:00,"B","Debug"
"2577",2018-01-04 12:00:00,"A","Attach"
"2578",2018-01-04 12:20:00,"B","Check with author"
"2579",2018-01-04 12:40:00,"A","Check with author"
"2580",2018-01-04 13:00:00,"B","Attach"
"2581",2018-01-04 13:20:00,"B","Debug"
"2582",2018-01-04 13:40:00,"C","Error"
"2583",2018-01-04 14:00:00,"C","Warn"
"2584",2018-01-04 14:20:00,"A","Limit"
"2585",2018-01-04 14:40:00,"C","Error"
"2586",2018-01-04 15:00:00,"A","Attach"
"2587",2018-01-04 15:20:00,"B","No clue"
"2588",2018-01-04 15:40:00,"C","Debug"
"2589",2018-01-04 16:00:00,"C","Warn"
"2590",2018-01-04 16:20:00,"A","Warn"
"2591",2018-01-04 16:40:00,"B","Attach"
"2592",2018-01-04 17:00:00,"A","No clue"
"2593",2018-01-04 17:20:00,"B","Debug"
"2594",2018-01-04 17:40:00,"B","Warn"
"2595",2018-01-04 18:00:00,"B","Warn"
"2596",2018-01-04 18:20:00,"C","Error"
"2597",2018-01-04 18:40:00,"C","Check with author"
"2598",2018-01-04 19:00:00,"A","Error"
"2599",2018-01-04 19:20:00,"A","Warn"
"2600",2018-01-04 19:40:00,"C","Check with author"
"2601",2018-01-04 20:00:00,"A","No clue"
"2602",2018-01-04 20:20:00,"C","Error"
"2603",2018-01-04 20:40:00,"A","Warn"
"2604",2018-01-04 21:00:00,"A","Warn"
"2605",2018-01-04 21:20:00,"C","Warn"
"2606",2018-01-04 21:40:00,"A","Warn"
"2607",2018-01-04 22:00:00,"C","Error"
"2608",2018-01-04 22:20:00,"B","Error"
"2609",2018-01-04 22:40:00,"B","Debug"
"2610",2018-01-04 23:00:00,"B","Attach"
"2611",2018-01-04 23:20:00,"C","Limit"
"2612",2018-01-04 23:40:00,"C","Check with author"
"2613",2018-01-05 00:00:00,"B","Warn"
"2614",2018-01-05 00:20:00,"A","Attach"
"2615",2018-01-05 00:40:00,"C","Attach"
"2616",2018-01-05 01:00:00,"A","Check with author"
"2617",2018-01-05 01:20:00,"A","Limit"
"2618",2018-01-05 01:40:00,"B","Limit"
"2619",2018-01-05 02:00:00,"A","Limit"
"2620",2018-01-05 02:20:00,"A","No clue"
"2621",2018-01-05 02:40:00,"C","Error"
"2622",2018-01-05 03:00:00,"B","Debug"
"2623",2018-01-05 03:20:00,"A","Limit"
"2624",2018-01-05 03:40:00,"A","No clue"
"2625",2018-01-05 04:00:00,"A","Warn"
"2626",2018-01-05 04:20:00,"B","Warn"
"2627",2018-01-05 04:40:00,"B","Warn"
"2628",2018-01-05 05:00:00,"C","Warn"
"2629",2018-01-05 05:20:00,"B","Error"
"2630",2018-01-05 05:40:00,"C","Error"
"2631",2018-01-05 06:00:00,"A","Error"
"2632",2018-01-05 06:20:00,"C","Warn"
"2633",2018-01-05 06:40:00,"C","Limit"
"2634",2018-01-05 07:00:00,"A","Warn"
"2635",2018-01-05 07:20:00,"A","Check with author"
"2636",2018-01-05 07:40:00,"A","Error"
"2637",2018-01-05 08:00:00,"A","Error"
"2638",2018-01-05 08:20:00,"A","Limit"
"2639",2018-01-05 08:40:00,"B","Debug"
"2640",2018-01-05 09:00:00,"A","Attach"
"2641",2018-01-05 09:20:00,"C","Attach"
